# 	 position 	 1deletion 	 2deletion 	 3deletion 	 4deletion 	 5to10deletions 
-1	0.14590154087973176	0.15517999490472048	0.14091342654695435	0.22820065838786685	0.2002859120701254
0	0.16488092829702475	0.2266129686444782	0.2986456684823159	0.3296659023149047	0.3979217972719506
1	0.1999756866357602	0.2480598215550146	0.2895650745147497	0.31610844633744717	0.39677847344286277
2	0.19715076532921658	0.2477386179581387	0.25433875539936557	0.3298780766535606	0.3603018798501593
3	0.20971458095416395	0.23199122707571307	0.24197671880558866	0.2882449957950531	0.35376717243135214
4	0.2213655232955716	0.23273784204355563	0.24664655905495064	0.28910711837641195	0.39530045283594517
5	0.21656044836860378	0.2391236462110009	0.2513506113493957	0.273954330968886	0.34562466844090844
6	0.1925520097887548	0.23525774188006215	0.28078184634795034	0.29019824162796287	0.3163212253233357
7	0.19499152039812673	0.20813226565788986	0.24508838054919183	0.24149995797730509	0.32434569856545165
8	0.18137766398934546	0.21061562504111006	0.24503711034492281	0.2694272324782355	0.3190647058802738
9	0.18960336284888166	0.21853307976354316	0.2341005174318389	0.2666874743767548	0.3561765008243261
10	0.17784457064643944	0.2052049470033253	0.2120502322679642	0.2778451179064205	0.33879309423137954
11	0.1852053290253142	0.1825660714178195	0.21322075603272922	0.24928908886229117	0.3055079832316886
12	0.1810866903379706	0.2234584117392793	0.2178065363452519	0.24237481297179375	0.3053092334793773
13	0.1631467531901003	0.22461457739064739	0.2364198781793699	0.2568136133809317	0.29601645289931494
14	0.18241387240504225	0.21743586508134677	0.19502407236406974	0.2536627762210472	0.3068968999377117
15	0.16259804599830185	0.22773650641341353	0.1986796248262299	0.2161190679120915	0.28561971344807047
16	0.16544436922646116	0.20794022926375166	0.20852243413283486	0.24988033305635948	0.26592091554317565
17	0.1679248046762643	0.2089019695483536	0.20960314513576142	0.26291990106689705	0.2615542651933606
18	0.16024785912807263	0.1731962696554918	0.2247091116995518	0.2538441730529164	0.25167115328943007
19	0.1595515160804279	0.20152873637262805	0.21372212851111252	0.20564045675878026	0.2678921114649699
20	0.14614634398412438	0.17263816963430867	0.17488189671974144	0.23578079917651454	0.2539826768773677
21	0.16176440574244005	0.21076737279892035	0.19646229887965586	0.23702510768128823	0.2842666157836316
22	0.14764646550366528	0.16155045168311447	0.19267409830281726	0.21981111143742613	0.2740904946770072
23	0.1434588034151256	0.1912240421901061	0.17472491759472839	0.2395655842723694	0.26635169589848107
24	0.1478005007666088	0.1928765982948009	0.20129015113478313	0.22003519127856833	0.24749029470206285
25	0.1422029921914186	0.15801018703805875	0.17037669475666092	0.22926069613777098	0.25105571186642456
26	0.14723481844655756	0.17514391779307012	0.2364830891812433	0.17013259751284818	0.24413135802349187
27	0.13865950836942814	0.1677868798275084	0.2110425425335158	0.20159476445801164	0.2586916050201522
28	0.14360874147547173	0.19782641732365921	0.17543732471255172	0.23415316663741512	0.209654177002478
29	0.14053903480337385	0.16904112345221103	0.20109665916009445	0.19357603132690915	0.25696004656087756
30	0.14794032796060833	0.17112364340380384	0.20489048199698603	0.19070426921872558	0.23138446871432436
31	0.14453802717570946	0.180528504759834	0.19221984470633172	0.22059699315994818	0.2565739530514129
32	0.15229433912387258	0.1557026884545229	0.20557677393063697	0.21504338485430113	0.25160901597438246
33	0.1357040857363457	0.1672575539851271	0.2172385190452072	0.20460927514868316	0.24596677175555276
34	0.15608684326246794	0.18106906914378182	0.15581181018286364	0.2086342557335118	0.2559605515025932
35	0.14223717724902793	0.15775897592414248	0.20795203162143008	0.20894691350600367	0.241513977776121
36	0.15625107443490285	0.17609720943206456	0.16722018448295473	0.19340564546583103	0.2445788959542155
37	0.1425618691005738	0.1799129881985188	0.18938421070994862	0.20421096758643517	0.25867072365159516
38	0.12268700705853611	0.18458969173309672	0.19000770780403434	0.19903076334949926	0.2475008523593152
39	0.14167714417628804	0.16394594592992962	0.22816183038071208	0.18075503415850364	0.2754711984580126
40	0.15180357644266412	0.19716334507661543	0.17960454439491447	0.22397469265433115	0.2592906540114846
41	0.13285503793353975	0.1557433615254954	0.20094702766414937	0.22433737946650306	0.2089511150505398
42	0.15238498287936914	0.14427611181683098	0.1675082858516842	0.19145459652032315	0.22740174953659517
43	0.1407755360404492	0.16410105777521158	0.15485527723342946	0.2298810287346164	0.19304125395331012
