# 	 position 	 1deletion 	 2deletion 	 3deletion 	 4deletion 	 5to10deletions 
-1	0.4008271947105659	0.22013143895377096	0.22693354099142984	0.5123906632664805	0.37924577929479514
0	0.48904970154732785	0.44167200391225964	0.7276429102918143	0.8283917323571889	1.0492398598141623
1	0.43373848792601966	0.5761286212377651	0.6495205743093114	0.6739730128466053	0.8177492667075463
2	0.5068077362509402	0.6219762840905225	0.6689851720024702	0.8429591393440036	1.0638694850249737
3	0.5054987741403948	0.590272072217792	0.6463039407647302	0.8458617302400044	0.6640569112841924
4	0.4449308881594777	0.6381204940842048	0.7277606966802413	0.6400145433866928	1.2432546191036156
5	0.5402131317786459	0.5871867105469943	0.5606746025482493	0.560747695721863	0.7365054649797893
6	0.4352273128534111	0.5736983433572179	0.46766786594832277	0.6079671381635929	0.6449167252065751
7	0.4603762986774298	0.5728461429075888	0.5133293320653658	0.5315763147258864	0.6808534446421287
8	0.3908546196823442	0.51762901499776	0.5775871471940501	0.5616591317517213	0.7407060234237146
9	0.4020733939662343	0.43933428676144015	0.539483587951344	0.5744755624177599	0.753625852522666
10	0.41269913120615065	0.5191789658374942	0.42784543789304846	0.4822695704700844	0.517649860084278
11	0.4511395716006135	0.3410973278274198	0.3592993906367657	0.4703199607693238	0.49326181607582054
12	0.33809730602765115	0.3772355947198723	0.4484353705179052	0.4738776521594604	0.5289484829488976
13	0.37262313909615763	0.4663466579535698	0.341842706682229	0.5644189213775158	0.5659704309449483
14	0.32161047473126103	0.39172167422676757	0.532972613187644	0.4310633316361602	0.5705121646738377
15	0.3580588144512583	0.7589768605179136	0.32197974861229683	0.5497470832205362	0.5962994437455966
16	0.40521413310382476	0.627296796869306	0.4466153503688751	0.39580575456441286	0.6098902018086682
17	0.3147879643908108	0.3500559996602525	0.4442152680994088	0.518020841699382	0.5994543465431912
18	0.33675940276709365	0.3283271557763582	0.41237707988735894	0.4848101699385242	0.8341167774094432
19	0.3578803765804089	0.3799928849951313	0.3004726374477236	0.33504068966534556	0.4156653083312413
20	0.37861212641227887	0.3768086272044927	0.4022088061770539	0.5308583352787972	0.4417653659200768
21	0.31783714305285193	0.43897139505169974	0.47478975502303017	0.3665789830843359	0.5341087589889956
22	0.3594864174376408	0.3514945466378192	0.47226998111206175	0.4709836927418799	0.6248519773630123
23	0.29529585012022513	0.5108137607645851	0.3795210737882566	0.47408062097413467	0.559479777051147
24	0.24375494371298956	0.39076375552657927	0.34623407956785784	0.4287426587522371	0.5014069212668232
25	0.3346429068741631	0.3186829570165881	0.47993161173917265	0.2912515464083825	0.5491833725628408
26	0.36783603110826346	0.4947209609433113	0.31303304998041465	0.4408534067876953	0.47809333134531506
27	0.27937315882304653	0.3055691303322939	0.45990900504504206	0.3541352831251253	0.5215787203940859
28	0.2393924330314412	0.3273393871449487	0.25793240465126244	0.3222917582051326	0.5271196596589783
29	0.3310707037139053	0.3371633189302307	0.35853554369972407	0.42447352446483827	1.0649372586051036
30	0.23019324948713685	0.3575059836328761	0.345264193830405	0.41153644164274594	0.6936074911797312
31	0.24999107872394044	0.36165651632171764	0.45567553344937484	0.38706311569349444	0.9993417025154098
32	0.33268532814683244	0.26423090528408255	0.47293337387497986	0.4043779925295477	0.5140567175234968
33	0.25316719468264504	0.4389293753182039	0.4929978195149996	0.4275593685410798	0.43187672280374817
34	0.2757549378886692	0.4125385593090201	0.42835196824491073	0.8883266259964653	0.44209643706553525
35	0.29707455257545234	0.31982761551884853	0.40379799419626244	0.4251337705621801	0.3980010334407953
36	0.2544962001736934	0.2626559728460044	0.4109455723839609	0.3377544619033323	0.5943554765662712
37	0.3520844232654313	0.49134071810237656	0.3276908149232943	0.3405656768300307	0.5455492870850591
38	0.28048352738419624	0.4282122092242082	0.5214929615378338	0.28118098584983214	0.39037186923508227
39	0.34632060510885787	0.4330137199228834	0.3051483252752065	0.44770848096235794	0.4560828150522639
40	0.2644283007943164	0.3003869686134605	0.6082831943713465	0.3012815234995614	0.29385510340673776
41	0.27165907631790825	0.3729233754391657	0.3435183766537352	0.2697083921659132	0.3758662127086924
42	0.29645643003802663	0.3949963134354193	0.40049181164041037	0.45207332006290424	0.3607632445258092
43	0.21113261346945086	0.19239880829163258	0.3918720762478215	0.3243511465682391	0.4703021317362009
