# 	 position 	 1deletion 	 2deletion 	 3deletion 	 4deletion 	 5to10deletions 
-1	0.03565919258940424	0.05849450769867811	0.053112697972440205	0.0860705062670259	0.08869744716876701
0	0.0893491734813238	0.15308640503978607	0.2380017732897106	0.2952166748343955	0.360501828989609
1	0.11446701313836004	0.18448875780270174	0.16647957086505255	0.2784586423743146	0.4180222040171616
2	0.11652837122973368	0.18394572838857237	0.25186353723058014	0.35809430969620554	0.35694872436714126
3	0.1278241915559132	0.173876799030011	0.21095846862434806	0.2592230051710038	0.3040598365873873
4	0.12144132396332234	0.1746750954687423	0.2576064381174279	0.29200597332355543	0.3875913886447708
5	0.12329760444833386	0.14150339669924672	0.2259806091485582	0.27906266000617436	0.24063449126169997
6	0.1179477247361727	0.15009701748085558	0.230421345543702	0.2241760594744999	0.22467575189866618
7	0.09768133715870318	0.11446241598475473	0.17832938884058924	0.20829006102279252	0.24806500420230762
8	0.09157842610175326	0.12909244659318406	0.231422706867747	0.21718925215292229	0.2502479391464061
9	0.11037240030811397	0.1101041814144083	0.183198124940275	0.18518195234315885	0.26541468090095044
10	0.09793656265296789	0.08790042288657592	0.13546191800513938	0.17780901958485854	0.28873368032261626
11	0.0827225994569018	0.08708407500496083	0.10931987549384363	0.25621486482967165	0.13725821500229163
12	0.09612845694887158	0.12078637757704278	0.1982751917371892	0.22008516181690224	0.1759431323977389
13	0.06433881584935998	0.1222486128696701	0.15115905423698203	0.12226178100451514	0.2460196958076246
14	0.09728438047523838	0.13635986127902708	0.08157417510062721	0.15878451779941538	0.11505295593193977
15	0.05883262256890215	0.1581250032530933	0.09990066999676656	0.12648454513349025	0.14315075387141024
16	0.0595881513072917	0.13321467940644724	0.09849992181339219	0.13437125843481165	0.11422393923283222
17	0.07215162827273139	0.1020002591132529	0.14511310371423583	0.150721255497291	0.10896613803261118
18	0.06163128015279509	0.07665593845171441	0.08867118140244686	0.16830101925539662	0.14293346440781446
19	0.07021386713579893	0.1313204689334899	0.1148947914268858	0.10800481964326675	0.1390539093456513
20	0.037408794937286306	0.07677586444415296	0.05485648737148259	0.15069746392456343	0.21791200922115708
21	0.07168141413305139	0.11154103411616653	0.10941843947403374	0.13190345113391658	0.23922880095531857
22	0.05955128492691036	0.06874431152252482	0.07943453438799886	0.14091230733724572	0.1822954294558932
23	0.046763581190293495	0.08813021371567814	0.14449639435305398	0.13812128544264105	0.1272083452408692
24	0.047650336518162	0.07563192168793166	0.11484792999983806	0.10041359236177075	0.11366872853405618
25	0.06052226363471008	0.08766868336386222	0.07974321994108431	0.12663404191107794	0.14925515259506242
26	0.05885368530810011	0.07883890668325819	0.139570741305432	0.056718336209158234	0.1617832159265781
27	0.043058804817764265	0.09256512098083285	0.1907975273770505	0.11437001696544354	0.1153540049231766
28	0.04996745125127142	0.08639436633087678	0.07932563556940274	0.09121082803879432	0.07838913736223312
29	0.041694107001500315	0.0938511015815525	0.13529184873246722	0.08342654247710336	0.194136366194102
30	0.050316593179684135	0.07140473322277235	0.10431160317490325	0.08059196930751207	0.1180651622446699
31	0.05055402377726001	0.1101458537984019	0.10334245429114919	0.12598228645169018	0.08311345406415256
32	0.05961972295111593	0.05581483021392361	0.10744297595447652	0.11720823112953233	0.13476005901823654
33	0.03860483717360793	0.06665502543216598	0.12143427739216232	0.06688243516043157	0.1276961277770423
34	0.0667084408551459	0.06432757560824558	0.07104120883909439	0.07883038006469383	0.10891401406693992
35	0.0502908678587084	0.07137077706976848	0.08473721059547999	0.10533088021271934	0.10284042073032339
36	0.05028004185835344	0.06607583476650128	0.06301889768636401	0.08566901699260868	0.10540794128623311
37	0.038266547581528754	0.08054180282409806	0.07823280375303907	0.08715588304619158	0.08597422020244083
38	0.046862097648098046	0.06445406611641427	0.11992079855467984	0.07241223430174938	0.09566811515338
39	0.04599853041270498	0.07473951811413665	0.15507778597913097	0.10271753184603626	0.17656715662447858
40	0.044296003907242726	0.08775007601028888	0.09949315685358921	0.1260170872137596	0.08914890514504901
41	0.03358452154189289	0.052898238893106284	0.07661326621079177	0.09844061710437892	0.06292648893993669
42	0.04873661165800562	0.037865738748072	0.0650419272974233	0.08638883296046568	0.12549628249551556
43	0.029249163743577996	0.07560201083113219	0.09152561996349191	0.1049936397014789	0.08989047439570176
