# 	 position 	 1deletion 	 2deletion 	 3deletion 	 4deletion 	 5to10deletions 
-1	0.13380150058591575	0.24531173575078222	0.2089307480120147	0.19101746429196997	0.2315055754241118
0	0.39594278719043047	0.7315677169402826	1.148601552122743	1.1238678104905002	1.4039309867821155
1	0.27475676116430603	0.49030284331748797	0.6444196261948537	0.7573638712193037	1.0415527166285499
2	0.2931498532928367	0.4969164887459773	0.5957653432887972	0.7792147399800334	0.8611735404297495
3	0.2874555542728215	0.4507865986492141	0.5823974978670275	0.7124942339123522	0.897688302250427
4	0.29898521453906773	0.4448686966055312	0.551547181696519	0.7390231032260128	0.860844544463473
5	0.32048549678343996	0.40176024074986677	0.5113466637119274	0.5761725136399649	0.6842187729758261
6	0.3168914885914193	0.3683807034070893	0.40475825265286197	0.6140789071324484	0.7934788629678957
7	0.2549892564082721	0.3471912398794252	0.3982400144977396	0.5363132425753387	0.5827730265589129
8	0.20219804830390864	0.3652008687418864	0.39199875328476325	0.4503572936864874	0.5782671733346906
9	0.22420461228288308	0.2917361678904446	0.3658763300535883	0.3905192096531978	0.5644663816128807
10	0.18659379713293772	0.2547606183136617	0.4105354569532581	0.5020005849937116	0.6368642770091368
11	0.20987544103294142	0.33734823870523795	0.31103867721490974	0.4349016085302862	0.49931086472374403
12	0.18466263896008972	0.39985775979215904	0.3526785940614657	0.4121736099581285	0.5450695413277724
13	0.19706793234035996	0.34628703504547415	0.2517866119652203	0.3536137455669629	0.5284986118164005
14	0.2038822628730339	0.2873369940271308	0.3374101307156026	0.4876635513148648	0.4041336822468533
15	0.23448262836831602	0.27088085147237134	0.31257738035621957	0.34017663034131157	0.538907599877008
16	0.17028715347226053	0.2491868220713015	0.22752107704020913	0.28482170871254314	0.3580661812934375
17	0.15123332937634426	0.23863623960592456	0.5453006135775188	0.3315009111657763	0.3817147029695882
18	0.19993392037670987	0.2061244958445086	0.40050688024242137	0.30516703255826017	0.34322340001762697
19	0.17487703765971	0.32766647977506913	0.2691864738794414	0.35882856849572886	0.3647727958892456
20	0.1712906395391991	0.27637589038615085	0.2578815980373132	0.3160271658407424	0.49877802052622155
21	0.15273338813339604	0.23377819715967887	0.38117541785142145	0.3130320658894025	0.4696544977880325
22	0.15953119122746728	0.2537185945441794	0.36620171503608206	0.2948880664204114	0.5242581712867062
23	0.17430154654758534	0.3077608640169905	0.2922401006938986	0.3258908700417301	0.36877770940629295
24	0.1687850560314268	0.22127644977992642	0.2932368149688462	0.2695507839445695	0.3475192801655623
25	0.17425003677782924	0.299989946104277	0.280357950111592	0.26303349791383535	0.4140734393759181
26	0.1401291055526247	0.19184679752583883	0.3799075505263728	0.2458653733021318	0.3340910057408365
27	0.13053524367442632	0.21927822200002145	0.30145408158071146	0.37523947189901335	0.3462793425091491
28	0.14488410190974266	0.2259444694290546	0.22483813943756026	0.404744787556967	0.47080411288303825
29	0.11269583878186679	0.16723046827419177	0.24172528223486306	0.2575795402464113	0.4641369361653836
30	0.13187705275880723	0.1566910331041306	0.24882112797791925	0.2871621966402106	0.38661360490213637
31	0.12545162037949437	0.2336089112504251	0.2423910897522318	0.27094139297488884	0.3610691782535641
32	0.20331222493966003	0.15111314139248502	0.19126564200083468	0.3863243071754356	0.40405030785056395
33	0.17633272249749699	0.1331392234059712	0.22944342321642622	0.24208335713004153	0.31672271429649407
34	0.17838188096472168	0.14668089379798716	0.1732062182890289	0.2475762157026331	0.3149364900458964
35	0.17983286659408496	0.21293386352047425	0.2012364569032886	0.3226933490665832	0.2974953581584724
36	0.1252216880749386	0.19349547827420063	0.26006221205262336	0.2340240770839359	0.36243299583909966
37	0.13304861525560652	0.24803412393505891	0.24865860823926458	0.19635192184000475	0.33746110357517506
38	0.1575892434832657	0.16673778663075287	0.1961140934090961	0.3240869705248327	0.35325576246698637
39	0.12603062367488282	0.31052421623498966	0.2094459791806047	0.23823784528032238	0.32910036934114323
40	0.14025733061089313	0.21469966069645569	0.17983404458833735	0.2697027632111325	0.44925543924695815
41	0.1528429273678069	0.14075072642026876	0.15279956268994846	0.22294728426984975	0.26444902653985136
42	0.13083012934265256	0.16032174070441338	0.2044388485727016	0.2682293759437841	0.33038687628441216
43	0.11455680784724989	0.3445915679945884	0.16383000619432855	0.20999422867731718	0.16053299159070317
