# position global 1dels 2dels 3dels 4dels 5dels
1 1.2879341416232026 0.9417300350905462 1.4187496285421224 1.442225986699227 1.57987956067113 1.648006191607763 
2 1.062853204355982 0.7305960541043484 1.1915888205296865 1.185274233066072 1.3428958347774584 1.383079017677289 
3 0.9208180540256793 0.5986060085763064 1.037484464778296 1.0123613185859848 1.172426423932833 1.2347000964430845 
4 0.828000249800394 0.5296207488713045 0.9057561352206845 0.903492688292827 1.0502380844601364 1.1267018065032564 
5 0.762292670667155 0.4808637446799894 0.8101469056443217 0.8153245623586527 0.9622077814680304 1.0558454369890817 
6 0.7213928467134076 0.4569101536752023 0.769154238369588 0.7626544967819049 0.9135805529614297 0.9808899536106417 
7 0.6847205050796706 0.4462829457679605 0.7247088474677688 0.7141973734496072 0.8683317912044196 0.9081085819872297 
8 0.6437199998432667 0.4304410419480612 0.701709127949736 0.6794168253227719 0.8281978578149265 0.8501432895864791 
9 0.6209274831534304 0.4104828055617334 0.6793165592141271 0.645247920569122 0.7857761427100413 0.8297566642812145 
10 0.5957673269876119 0.3921760314417589 0.6532855752658556 0.6332425580559327 0.7485928997774437 0.7979011093642812 
11 0.5742295658867208 0.37211077332285314 0.6287837962757518 0.6080382516959493 0.7216258012610454 0.7490264500554177 
12 0.5497784737038752 0.3580382149363243 0.5972141496863733 0.5948886095172607 0.6974090019424348 0.7161598099967201 
13 0.5249320425373804 0.3393026963288479 0.5541636997193278 0.5753291312667674 0.657257202880982 0.6925405927853893 
14 0.5037390223010749 0.3236207979124095 0.5311801406708119 0.5501728806625608 0.6316844728850585 0.6603329269845097 
15 0.4837668721342963 0.3089932664664968 0.5158224949138087 0.532968039878 0.6033998151407353 0.6350401093272131 
16 0.4612047779186536 0.2969352938738108 0.49675532908639236 0.5086394168580671 0.5695146804243282 0.6077532147797354 
17 0.45099065112832015 0.28809060703783285 0.47914819054757773 0.48963319176598824 0.5397342912202845 0.5969162239590301 
18 0.4342001119131972 0.2704300277667479 0.4642771509004293 0.4680668344321305 0.5227332739479535 0.579325916223009 
19 0.41359435698969654 0.26081662708389597 0.4484263846516291 0.4602682401320935 0.5032866605037971 0.5640668280200796 
20 0.40982549898453263 0.2515939372253779 0.4348270458488417 0.44720210563328094 0.49024030984998196 0.5517100890889207 
21 0.4038127277928222 0.24365372170515878 0.42384368539916506 0.4285732642369671 0.4813307963566104 0.5335821865170357 
22 0.3943574962563765 0.24213934898314204 0.41477144020024187 0.41517001644424073 0.46987451883064024 0.5243690604395838 
23 0.38725936965549573 0.23390997692395984 0.4059340410820905 0.4068814618943515 0.46700595658379224 0.5121572653336112 
24 0.37900356123390605 0.2325151075984035 0.3934355192106543 0.3908367954250059 0.46125964726105995 0.49974760449535277 
25 0.36863861558809574 0.22822011768714912 0.37558415534346934 0.387868401636978 0.452429275914871 0.47282369136479385 
26 0.35351599980062703 0.22526186161929435 0.36806885441032566 0.38901734008110844 0.44783940523148585 0.45775047344698855 
27 0.34556102091634355 0.22121496828292475 0.3578042275570697 0.3741434554455956 0.43903559755617355 0.4487302616145739 
28 0.3329484658491369 0.21395504409561017 0.3469200827037206 0.3673559739997113 0.4215173170909079 0.44137109748994513 
29 0.3230386429218907 0.20734308365782408 0.34202198842304454 0.35588030304174384 0.4117499040848319 0.4250247454823639 
30 0.3177412540539589 0.20141274541989002 0.335457691456771 0.34795152472358076 0.41079872763854763 0.4094955770621776 
31 0.31121434069810344 0.1975344495452111 0.32330353102696274 0.3403563290371903 0.40294789582431184 0.40674196347337227 
32 0.30041495240883875 0.19529855961335385 0.3185263769521417 0.33889453374261747 0.3944325876539284 0.39997339636363616 
33 0.29413686208031664 0.19342442806874222 0.31280417448975834 0.329504528662046 0.38878157109992706 0.38650304675212427 
34 0.2869387176526897 0.1889875882505565 0.3073114291345868 0.3218910825020311 0.3826554814109708 0.38244043193524724 
35 0.28970537569102583 0.18423835658614968 0.29862114434104686 0.3166331749859925 0.3718995498874272 0.3817752726318804 
36 0.2847250513308491 0.18037529985317552 0.29275663020601495 0.3142183761623762 0.35425227998491116 0.37006393053010456 
37 0.28032102701846473 0.17303668288561166 0.28256581031860706 0.3077297751108784 0.34576868484494516 0.3621478362532906 
38 0.27438544841552237 0.16923439302557355 0.2748488669248934 0.30575756115716224 0.3384787353361217 0.36091282789852464 
39 0.2740585244990057 0.17188499725491105 0.2656073090110936 0.3050478346983453 0.33317536851821417 0.3578819196395867 
40 0.2653640135952684 0.17210955978795106 0.2601590265077811 0.3016529830707459 0.3320849966156716 0.34772494937443965 
41 0.25411387543342717 0.16771339996759288 0.25916054096993213 0.29826387689487266 0.33371150594277926 0.346479811242786 
42 0.24701834901835645 0.16511312765018168 0.2584922577213249 0.2958018924576649 0.32871095229701225 0.34094274045726813 
43 0.24471606209035385 0.16243183876860026 0.25563396596643717 0.29032186503637275 0.320287474486675 0.33478038902950763 
44 0.2386851312852375 0.15848166862144125 0.25569612244057205 0.2891399599280498 0.3143613265236468 0.3236004795403883 
